STATE,STATE_LOWER,COUNTY,COUNTY_STATE,METRO_FLAG,POULATION,VIOLENT_CRIME,CRIMES_PER_THOUSAND,MURDER_NON_NEGLIGENT_MANSLAUGHTER,RAPE_REVISED_DEFINITION,RAPE_LEGACTY_DEFINITION,ROBBERY,AGGRAVATED_ASSAULT,PROPERTY_CRIME,BURGLARY,LARCENY_THEFT,MOTOR_VEHICLE_THEFT,ARSON
Indiana,indiana,Wayne,Wayne County Indiana,Nonmetropolitan Counties,"67,001",0,0,0,,0,0,0,308,133,175,0,
Texas,texas,Harrison,Harrison County Texas,Nonmetropolitan Counties,"66,746",53,0.7941,0,8,,1,44,228,73,148,7,2
Kansas,kansas,Butler,Butler County Kansas,Metropolitan Counties,"66,741",37,0.5544,0,1,,3,33,334,126,191,17,5
South Carolina,south carolina,Laurens,Laurens County South Carolina,Metropolitan Counties,"66,623",234,3.5123,2,12,,11,209,"1,041",330,601,110,7
Missouri,missouri,St. Francois,St. Francois County Missouri,Nonmetropolitan Counties,"66,520",60,0.902,1,8,,4,47,466,109,288,69,5
Montana,montana,Lewis and Clark,Lewis and Clark County Montana,Nonmetropolitan Counties,"66,418",107,1.611,0,19,,1,87,450,104,311,35,9
North Carolina,north carolina,Rutherford,Rutherford County North Carolina,Nonmetropolitan Counties,"66,390",94,1.4159,1,,1,8,84,"1,061",579,422,60,4
Georgia,georgia,Catoosa,Catoosa County Georgia,Metropolitan Counties,"66,050",99,1.4989,2,,11,9,77,964,160,663,141,5
Oregon,oregon,Klamath,Klamath County Oregon,Nonmetropolitan Counties,"66,016",70,1.0603,0,,14,8,48,842,259,493,90,11
Ohio,ohio,Athens,Athens County Ohio,Nonmetropolitan Counties,"65,886",16,0.2428,2,2,,3,9,461,123,323,15,2
Minnesota,minnesota,Blue Earth,Blue Earth County Minnesota,Metropolitan Counties,"65,787",11,0.1672,0,4,,1,6,111,44,55,12,2
New Mexico,new mexico,Chaves,Chaves County New Mexico,Nonmetropolitan Counties,"65,764",53,0.8059,2,,9,3,39,274,135,107,32,3
Texas,texas,Nacogdoches,Nacogdoches County Texas,Nonmetropolitan Counties,"65,664",70,1.066,1,11,,2,56,334,116,195,23,5
Minnesota,minnesota,Rice,Rice County Minnesota,Nonmetropolitan Counties,"65,400",10,0.1529,1,2,,0,7,164,58,86,20,0
Ohio,ohio,Marion,Marion County Ohio,Nonmetropolitan Counties,"65,355",29,0.4437,0,7,,7,15,"1,132",218,905,9,6
Alabama,alabama,Walker,Walker County Alabama,Metropolitan Counties,"65,294",127,1.945,1,23,,9,94,"1,114",382,604,128,
Kentucky,kentucky,McCracken,McCracken County Kentucky,Nonmetropolitan Counties,"65,018",46,0.7075,0,14,,8,24,395,106,253,36,2
Kentucky,kentucky,Oldham,Oldham County Kentucky,Metropolitan Counties,"64,875",0,0,0,0,,0,0,7,3,4,0,0
Kentucky,kentucky,Oldham County Police Department,Oldham County Kentucky,Metropolitan Counties,"64,875",21,0.3237,1,9,,4,7,280,87,175,18,4
New York,new york,Livingston,Livingston County New York,Metropolitan Counties,"64,717",35,0.5408,0,15,,4,16,362,67,283,12,1
New York,new york,Warren,Warren County New York,Metropolitan Counties,"64,688",35,0.5411,1,15,,6,13,531,74,457,0,2
California,california,Lake4,Lake County California,Nonmetropolitan Counties,"64,591",200,3.0964,3,16,,17,164,837,380,452,5,13
New Mexico,new mexico,Otero,Otero County New Mexico,Nonmetropolitan Counties,"64,362",163,2.5326,0,,10,1,152,267,104,149,14,
Michigan,michigan,Ionia,Ionia County Michigan,Nonmetropolitan Counties,"64,223",34,0.5294,0,15,,3,16,326,57,251,18,1
New Jersey,new jersey,Salem,Salem County New Jersey,Metropolitan Counties,"64,180",0,0,0,0,,0,0,0,0,0,0,0
Georgia,georgia,Spalding,Spalding County Georgia,Metropolitan Counties,"64,051",145,2.2638,0,,9,24,112,"1,122",272,736,114,0
Texas,texas,Starr,Starr County Texas,Nonmetropolitan Counties,"63,795",130,2.0378,0,11,,1,118,334,112,177,45,1
Kentucky,kentucky,Pulaski,Pulaski County Kentucky,Nonmetropolitan Counties,"63,782",22,0.3449,1,4,,4,13,436,221,176,39,1
Kansas,kansas,Reno,Reno County Kansas,Nonmetropolitan Counties,"63,718",22,0.3453,1,4,,1,16,282,106,160,16,18
Wisconsin,wisconsin,Sauk,Sauk County Wisconsin,Nonmetropolitan Counties,"63,642",30,0.4714,2,12,,1,15,415,76,327,12,0
South Carolina,south carolina,Kershaw,Kershaw County South Carolina,Metropolitan Counties,"63,603",173,2.72,2,43,,7,121,"1,154",312,781,61,5
Oklahoma,oklahoma,Garfield,Garfield County Oklahoma,Metropolitan Counties,"63,569",6,0.0944,0,2,,0,4,130,40,82,8,3
Wisconsin,wisconsin,Chippewa,Chippewa County Wisconsin,Metropolitan Counties,"63,531",24,0.3778,0,7,,1,16,319,104,186,29,2
Florida,florida,Walton,Walton County Florida,Metropolitan Counties,"63,508",172,2.7083,0,14,,7,151,"1,152",305,782,65,4
Minnesota,minnesota,Crow Wing,Crow Wing County Minnesota,Nonmetropolitan Counties,"63,428",18,0.2838,0,4,,0,14,343,129,197,17,2
Tennessee,tennessee,Hamblen,Hamblen County Tennessee,Metropolitan Counties,"63,402",97,1.5299,1,7,,6,83,434,131,258,45,1
Arkansas,arkansas,Pope,Pope County Arkansas,Nonmetropolitan Counties,"63,390",55,0.8676,2,4,,2,47,328,135,166,27,2
Georgia,georgia,Jackson,Jackson County Georgia,Nonmetropolitan Counties,"63,360",57,0.8996,0,,2,2,53,741,136,577,28,
California,california,Tehama,Tehama County California,Nonmetropolitan Counties,"63,308",167,2.6379,3,5,,1,158,249,173,75,1,14
Oregon,oregon,Coos,Coos County Oregon,Nonmetropolitan Counties,"63,121",21,0.3327,0,,2,6,13,541,151,347,43,5
New York,new york,Herkimer,Herkimer County New York,Metropolitan Counties,"63,100",0,0,0,,0,0,0,1,0,1,0,0
Texas,texas,Wise,Wise County Texas,Metropolitan Counties,"62,953",51,0.8101,2,11,,1,37,292,107,131,54,32
Utah,utah,Tooele,Tooele County Utah,Metropolitan Counties,"62,952",32,0.5083,0,13,,3,16,232,72,74,86,5
Michigan,michigan,Montcalm,Montcalm County Michigan,Metropolitan Counties,"62,945",93,1.4775,0,39,,1,53,404,115,263,26,8
Louisiana,louisiana,Acadia,Acadia Parish Louisiana,Metropolitan Counties,"62,577",63,1.0068,1,0,,16,46,637,217,379,41,0
Georgia,georgia,Liberty,Liberty County Georgia,Metropolitan Counties,"62,467",89,1.4248,0,,2,13,74,266,61,180,25,
Minnesota,minnesota,Clay,Clay County Minnesota,Metropolitan Counties,"62,324",4,0.0642,0,0,,0,4,74,18,45,11,1
New York,new york,Washington6,Washington County New York,Metropolitan Counties,"62,230",13,0.2089,1,6,,0,6,,28,,3,0
Virginia,virginia,Pittsylvania,Pittsylvania County Virginia,Nonmetropolitan Counties,"62,194",58,0.9326,7,18,,5,28,405,139,249,17,8
Indiana,indiana,Warrick,Warrick County Indiana,Metropolitan Counties,"61,897",83,1.3409,1,,3,5,74,595,88,482,25,4
Tennessee,tennessee,Tipton,Tipton County Tennessee,Metropolitan Counties,"61,870",171,2.7639,1,18,,12,140,688,178,446,64,5
Kentucky,kentucky,Pike,Pike County Kentucky,Nonmetropolitan Counties,"61,792",4,0.0647,1,1,,1,1,94,16,72,6,0
Arkansas,arkansas,Crawford,Crawford County Arkansas,Metropolitan Counties,"61,703",80,1.2965,0,11,,0,69,358,70,243,45,2
Nebraska,nebraska,Hall,Hall County Nebraska,Metropolitan Counties,"61,680",29,0.4702,0,3,,2,24,150,45,97,8,0
New York,new york,Columbia,Columbia County New York,Nonmetropolitan Counties,"61,509",32,0.5202,0,9,,5,18,319,81,232,6,1
South Carolina,south carolina,Georgetown,Georgetown County South Carolina,Nonmetropolitan Counties,"61,298",117,1.9087,6,23,,12,76,"1,119",347,686,86,7
Ohio,ohio,Washington,Washington County Ohio,Nonmetropolitan Counties,"61,112",34,0.5564,0,7,,5,22,340,145,182,13,5
Ohio,ohio,Lawrence,Lawrence County Ohio,Metropolitan Counties,"61,109",55,0.9,1,12,,8,34,721,190,498,33,1
Ohio,ohio,Knox,Knox County Ohio,Nonmetropolitan Counties,"61,061",29,0.4749,0,15,,2,12,591,159,432,0,1
Washington,washington,Mason,Mason County Washington,Nonmetropolitan Counties,"61,023",106,1.737,3,4,,9,90,"1,164",471,592,101,10
Michigan,michigan,St. Joseph,St. Joseph County Michigan,Nonmetropolitan Counties,"61,018",58,0.9505,3,9,,2,44,171,46,110,15,2
North Carolina,north carolina,Stanly,Stanly County North Carolina,Nonmetropolitan Counties,"60,714",20,0.3294,1,,1,1,17,421,183,228,10,0
New York,new york,Otsego,Otsego County New York,Nonmetropolitan Counties,"60,636",6,0.099,0,2,,0,4,80,25,48,7,0
Washington,washington,Walla Walla,Walla Walla County Washington,Metropolitan Counties,"60,338",13,0.2155,0,5,,1,7,261,80,151,30,12
Kentucky,kentucky,Laurel,Laurel County Kentucky,Nonmetropolitan Counties,"60,094",28,0.4659,4,1,,6,17,416,162,193,61,1
Louisiana,louisiana,Vermilion,Vermilion Parish Louisiana,Metropolitan Counties,"59,875",80,1.3361,2,0,,13,65,771,292,267,212,0
North Carolina,north carolina,Haywood,Haywood County North Carolina,Metropolitan Counties,"59,868",122,2.0378,0,,3,9,110,762,309,418,35,3
Vermont,vermont,Rutland,Rutland County Vermont,Nonmetropolitan Counties,"59,736",1,0.0167,0,0,,1,0,31,1,30,0,0
Alabama,alabama,Russell,Russell County Alabama,Metropolitan Counties,"59,660",45,0.7543,0,10,,4,31,395,134,233,28,
North Carolina,north carolina,Lee,Lee County North Carolina,Nonmetropolitan Counties,"59,660",57,0.9554,2,,10,6,39,437,131,269,37,6
Illinois,illinois,Jackson,Jackson County Illinois,Metropolitan Counties,"59,362",26,0.438,0,7,,5,14,220,64,144,12,2
Michigan,michigan,Barry,Barry County Michigan,Metropolitan Counties,"59,314",44,0.7418,2,9,,1,32,318,83,216,19,1
North Carolina,north carolina,Duplin,Duplin County North Carolina,Nonmetropolitan Counties,"59,159",83,1.403,0,,3,12,68,758,288,427,43,10
New York,new york,Genesee,Genesee County New York,Nonmetropolitan Counties,"58,937",24,0.4072,1,13,,1,9,422,72,333,17,4
California,california,San Benito,San Benito County California,Metropolitan Counties,"58,792",41,0.6974,1,4,,4,32,173,57,106,10,0
North Carolina,north carolina,Granville,Granville County North Carolina,Nonmetropolitan Counties,"58,674",47,0.801,1,,2,4,40,631,342,263,26,3
Missouri,missouri,Newton,Newton County Missouri,Metropolitan Counties,"58,615",41,0.6995,2,12,,5,22,797,203,495,99,7
Tennessee,tennessee,Cumberland,Cumberland County Tennessee,Nonmetropolitan Counties,"58,229",81,1.3911,1,1,,3,76,679,217,388,74,7
North Carolina,north carolina,Lenoir,Lenoir County North Carolina,Nonmetropolitan Counties,"58,106",107,1.8415,1,,12,14,80,744,344,380,20,3
Colorado,colorado,Garfield,Garfield County Colorado,Nonmetropolitan Counties,"58,095",17,0.2926,0,8,,0,9,220,59,146,15,3
Minnesota,minnesota,Otter Tail,Otter Tail County Minnesota,Nonmetropolitan Counties,"57,716",29,0.5025,0,10,,0,19,364,142,194,28,2
Texas,texas,Maverick,Maverick County Texas,Nonmetropolitan Counties,"57,706",51,0.8838,0,2,,0,49,399,131,243,25,0
Alabama,alabama,Blount,Blount County Alabama,Metropolitan Counties,"57,673",204,3.5372,5,16,,5,178,832,247,503,82,
North Carolina,north carolina,Pender,Pender County North Carolina,Metropolitan Counties,"57,611",67,1.163,1,,12,9,45,980,325,617,38,3
Texas,texas,Anderson,Anderson County Texas,Nonmetropolitan Counties,"57,580",75,1.3025,7,12,,3,53,386,175,186,25,0
New Mexico,new mexico,Eddy,Eddy County New Mexico,Nonmetropolitan Counties,"57,578",26,0.4516,2,,0,1,23,347,55,221,71,
Maine,maine,Oxford,Oxford County Maine,Nonmetropolitan Counties,"57,202",20,0.3496,0,,7,0,13,413,142,259,12,1
Georgia,georgia,Effingham,Effingham County Georgia,Metropolitan Counties,"57,106",28,0.4903,0,,6,8,14,477,246,184,47,3
Illinois,illinois,Whiteside,Whiteside County Illinois,Nonmetropolitan Counties,"57,079",26,0.4555,0,4,,1,21,112,32,77,3,0
Ohio,ohio,Pickaway,Pickaway County Ohio,Metropolitan Counties,"56,998",32,0.5614,1,12,,2,17,725,183,513,29,2
West Virginia,west virginia,Marion,Marion County West Virginia,Nonmetropolitan Counties,"56,925",55,0.9662,1,7,,0,47,63,34,22,7,2
West Virginia,west virginia,Putnam,Putnam County West Virginia,Metropolitan Counties,"56,848",218,3.8348,1,5,,5,207,461,87,325,49,2
Wisconsin,wisconsin,Columbia,Columbia County Wisconsin,Metropolitan Counties,"56,743",22,0.3877,1,7,,0,14,290,72,208,10,1
Georgia,georgia,Gordon,Gordon County Georgia,Nonmetropolitan Counties,"56,574",115,2.0327,1,,12,2,100,630,171,438,21,0
Tennessee,tennessee,Hawkins,Hawkins County Tennessee,Metropolitan Counties,"56,471",64,1.1333,1,7,,1,55,678,196,420,62,2
Virginia,virginia,Franklin,Franklin County Virginia,Metropolitan Counties,"56,264",73,1.2975,6,23,,3,41,470,94,333,43,4
South Carolina,south carolina,Cherokee,Cherokee County South Carolina,Nonmetropolitan Counties,"56,194",102,1.8151,2,8,,12,80,"1,154",323,772,59,5
Pennsylvania,pennsylvania,Pike,Pike County Pennsylvania,Metropolitan Counties,"55,949",0,0,0,0,,0,0,0,0,0,0,0
Texas,texas,Hardin,Hardin County Texas,Metropolitan Counties,"55,865",47,0.8413,0,5,,1,41,301,96,160,45,2
Ohio,ohio,Seneca,Seneca County Ohio,Nonmetropolitan Counties,"55,610",55,0.989,0,,1,27,27,246,88,158,0,0
Texas,texas,Hood,Hood County Texas,Metropolitan Counties,"55,423",72,1.2991,2,1,,3,66,416,145,240,31,2
Alabama,alabama,Autauga,Autauga County Alabama,Metropolitan Counties,"55,347",69,1.2467,0,13,,6,50,344,111,187,46,
Virginia,virginia,Campbell,Campbell County Virginia,Metropolitan Counties,"55,086",58,1.0529,1,11,,8,38,633,109,489,35,2
Missouri,missouri,Lincoln,Lincoln County Missouri,Metropolitan Counties,"54,696",92,1.682,0,16,,0,76,179,51,110,18,5
Colorado,colorado,La Plata,La Plata County Colorado,Nonmetropolitan Counties,"54,688",48,0.8777,1,15,,0,32,251,76,164,11,3
Maine,maine,Hancock,Hancock County Maine,Nonmetropolitan Counties,"54,659",1,0.0183,0,,0,0,1,141,35,97,9,0
Oklahoma,oklahoma,Grady,Grady County Oklahoma,Metropolitan Counties,"54,648",17,0.3111,0,4,,2,11,239,86,130,23,0
Missouri,missouri,Taney,Taney County Missouri,Nonmetropolitan Counties,"54,592",112,2.0516,1,7,,0,104,374,104,203,67,0
Virginia,virginia,Washington,Washington County Virginia,Metropolitan Counties,"54,591",49,0.8976,0,18,,1,30,837,171,628,38,4
Nevada,nevada,Carson City,Carson City Nevada,Metropolitan Counties,"54,521",172,3.1547,1,2,,20,149,"1,000",184,733,83,3
Minnesota,minnesota,Chisago,Chisago County Minnesota,Metropolitan Counties,"54,293",17,0.3131,0,4,,0,13,218,49,157,12,0
Ohio,ohio,Union,Union County Ohio,Metropolitan Counties,"54,277",16,0.2948,0,6,,0,10,226,55,159,12,0
Tennessee,tennessee,Coffee,Coffee County Tennessee,Nonmetropolitan Counties,"54,277",78,1.4371,0,4,,4,70,328,114,191,23,2
North Carolina,north carolina,Edgecombe,Edgecombe County North Carolina,Metropolitan Counties,"54,150",63,1.1634,3,,5,8,47,495,232,242,21,4
New York,new york,Fulton,Fulton County New York,Nonmetropolitan Counties,"53,992",8,0.1482,0,,0,0,8,276,80,191,5,0
Missouri,missouri,Johnson,Johnson County Missouri,Nonmetropolitan Counties,"53,951",26,0.4819,1,1,,1,23,326,133,163,30,2
Louisiana,louisiana,St. Martin,St. Martin Parish Louisiana,Metropolitan Counties,"53,835",92,1.7089,3,5,,11,73,302,78,202,22,0
Michigan,michigan,Tuscola,Tuscola County Michigan,Nonmetropolitan Counties,"53,777",49,0.9112,0,24,,0,25,214,82,123,9,3
California,california,Tuolumne4,Tuolumne County California,Nonmetropolitan Counties,"53,709",185,3.4445,0,49,,22,114,749,413,330,6,2
Colorado,colorado,Eagle,Eagle County Colorado,Nonmetropolitan Counties,"53,605",39,0.7275,0,6,,3,30,332,56,255,21,8
Texas,texas,Van Zandt,Van Zandt County Texas,Nonmetropolitan Counties,"53,547",14,0.2615,0,0,,1,13,347,157,186,4,0
Tennessee,tennessee,Jefferson,Jefferson County Tennessee,Metropolitan Counties,"53,240",57,1.0706,2,10,,4,41,491,165,281,45,0
Missouri,missouri,Pulaski,Pulaski County Missouri,Nonmetropolitan Counties,"53,221",41,0.7704,2,3,,6,30,294,83,198,13,0
Ohio,ohio,Ashland,Ashland County Ohio,Nonmetropolitan Counties,"53,213",10,0.1879,0,5,,2,3,201,73,116,12,0
Arizona,arizona,Gila,Gila County Arizona,Nonmetropolitan Counties,"53,159",184,3.4613,0,4,,8,172,495,103,327,65,8
Texas,texas,Rusk,Rusk County Texas,Metropolitan Counties,"53,070",99,1.8655,1,13,,1,84,572,200,321,51,4
North Carolina,north carolina,Watauga,Watauga County North Carolina,Nonmetropolitan Counties,"52,906",15,0.2835,1,,0,1,13,323,39,274,10,0
South Dakota,south dakota,Lincoln,Lincoln County South Dakota,Metropolitan Counties,"52,849",20,0.3784,0,1,,0,19,160,52,103,5,0
Louisiana,louisiana,St. Charles,St. Charles Parish Louisiana,Metropolitan Counties,"52,812",165,3.1243,4,10,,22,129,"1,086",235,778,73,8
Louisiana,louisiana,St. Mary,St. Mary Parish Louisiana,Nonmetropolitan Counties,"52,810",131,2.4806,0,7,,7,117,769,198,513,58,0
Tennessee,tennessee,Roane,Roane County Tennessee,Metropolitan Counties,"52,753",97,1.8388,0,7,,3,87,573,241,278,54,2
Tennessee,tennessee,McMinn,McMinn County Tennessee,Nonmetropolitan Counties,"52,639",103,1.9567,0,4,,2,97,691,222,372,97,5
Nevada,nevada,Lyon,Lyon County Nevada,Nonmetropolitan Counties,"52,585",132,2.5102,1,20,,15,96,774,215,486,73,10
Illinois,illinois,Coles,Coles County Illinois,Nonmetropolitan Counties,"52,521",11,0.2094,0,0,,1,10,106,35,65,6,1
North Carolina,north carolina,Halifax,Halifax County North Carolina,Nonmetropolitan Counties,"52,456",97,1.8492,2,,7,14,74,716,318,356,42,10
Kentucky,kentucky,Scott,Scott County Kentucky,Metropolitan Counties,"52,420",12,0.2289,0,0,,5,7,174,65,90,19,0
Wisconsin,wisconsin,Grant,Grant County Wisconsin,Nonmetropolitan Counties,"52,250",24,0.4593,3,1,,0,20,145,42,100,3,0
Utah,utah,Box Elder,Box Elder County Utah,Metropolitan Counties,"52,097",12,0.2303,0,,3,0,9,170,49,109,12,0
Kentucky,kentucky,Jessamine,Jessamine County Kentucky,Metropolitan Counties,"51,961",7,0.1347,1,2,,0,4,204,79,116,9,0
Wisconsin,wisconsin,Waupaca,Waupaca County Wisconsin,Nonmetropolitan Counties,"51,945",57,1.0973,0,,8,0,49,411,99,293,19,1
Nevada,nevada,Elko,Elko County Nevada,Nonmetropolitan Counties,"51,935",36,0.6932,1,8,,0,27,248,91,131,26,0
Virginia,virginia,Henry,Henry County Virginia,Nonmetropolitan Counties,"51,881",128,2.4672,5,16,,17,90,"1,244",305,875,64,5
Illinois,illinois,Ogle,Ogle County Illinois,Nonmetropolitan Counties,"51,659",11,0.2129,0,0,,1,10,146,34,106,6,2
Michigan,michigan,Cass,Cass County Michigan,Metropolitan Counties,"51,657",53,1.026,2,29,,2,20,425,160,244,21,5
Texas,texas,Cherokee,Cherokee County Texas,Nonmetropolitan Counties,"51,542",86,1.6685,1,23,,3,59,460,134,275,51,3
Maryland,maryland,Worcester,Worcester County Maryland,Metropolitan Counties,"51,540",13,0.2522,0,2,,3,8,240,41,193,6,1
Tennessee,tennessee,Dickson,Dickson County Tennessee,Metropolitan Counties,"51,487",142,2.758,0,6,,5,131,529,263,226,40,5
Illinois,illinois,Knox,Knox County Illinois,Nonmetropolitan Counties,"51,441",64,1.2441,0,10,,1,53,168,42,117,9,1
Alabama,alabama,Coffee,Coffee County Alabama,Nonmetropolitan Counties,"51,211",31,0.6053,1,7,,3,20,192,82,91,19,
Pennsylvania,pennsylvania,Wayne,Wayne County Pennsylvania,Nonmetropolitan Counties,"51,198",0,0,0,0,,0,0,0,0,0,0,0
Tennessee,tennessee,Loudon,Loudon County Tennessee,Metropolitan Counties,"51,130",84,1.6429,1,2,,1,80,448,103,303,42,3
Maine,maine,Somerset,Somerset County Maine,Nonmetropolitan Counties,"51,113",25,0.4891,0,10,,0,15,433,138,265,30,0
Texas,texas,Kerr,Kerr County Texas,Nonmetropolitan Counties,"50,955",49,0.9616,1,21,,1,26,329,90,227,12,2
Minnesota,minnesota,Winona,Winona County Minnesota,Nonmetropolitan Counties,"50,885",6,0.1179,0,3,,0,3,47,8,36,3,0
Louisiana,louisiana,Vernon,Vernon Parish Louisiana,Nonmetropolitan Counties,"50,803",119,2.3424,3,10,,2,104,644,112,498,34,7
New York,new york,Franklin,Franklin County New York,Nonmetropolitan Counties,"50,660",0,0,0,,0,0,0,0,0,0,0,0
Illinois,illinois,Grundy,Grundy County Illinois,Metropolitan Counties,"50,541",22,0.4353,0,10,,4,8,142,50,89,3,0
New Mexico,new mexico,Curry,Curry County New Mexico,Nonmetropolitan Counties,"50,398",20,0.3968,1,,5,1,13,147,76,48,23,
Kentucky,kentucky,Franklin,Franklin County Kentucky,Nonmetropolitan Counties,"50,375",18,0.3573,0,4,,5,9,227,89,124,14,0
Mississippi,mississippi,Oktibbeha,Oktibbeha County Mississippi,Nonmetropolitan Counties,"49,800",36,0.7229,1,,2,5,28,349,178,153,18,4
Wisconsin,wisconsin,Calumet,Calumet County Wisconsin,Metropolitan Counties,"49,762",12,0.2411,0,1,,0,11,137,41,90,6,1
New York,new york,Montgomery,Montgomery County New York,Nonmetropolitan Counties,"49,642",25,0.5036,0,2,,4,19,408,39,359,10,4
Oklahoma,oklahoma,Le Flore,Le Flore County Oklahoma,Metropolitan Counties,"49,605",57,1.1491,1,1,,0,55,334,113,187,34,5
Alabama,alabama,Dale,Dale County Alabama,Nonmetropolitan Counties,"49,565",34,0.686,0,6,,1,27,209,78,114,17,
Illinois,illinois,Henry,Henry County Illinois,Metropolitan Counties,"49,489",3,0.0606,0,2,,0,1,52,12,38,2,0
New York,new york,Tioga,Tioga County New York,Metropolitan Counties,"49,453",18,0.364,0,7,,2,9,185,51,126,8,0
Texas,texas,Lamar,Lamar County Texas,Nonmetropolitan Counties,"49,440",34,0.6877,0,15,,3,16,258,94,157,7,0
Virginia,virginia,Culpeper,Culpeper County Virginia,Metropolitan Counties,"49,432",24,0.4855,1,7,,1,15,184,34,134,16,2
Tennessee,tennessee,Gibson,Gibson County Tennessee,Nonmetropolitan Counties,"49,399",64,1.2956,2,1,,1,60,253,86,139,28,1
Wyoming,wyoming,Campbell,Campbell County Wyoming,Nonmetropolitan Counties,"49,220",71,1.4425,2,8,,0,61,148,49,88,11,1
Texas,texas,Val Verde,Val Verde County Texas,Nonmetropolitan Counties,"48,988",14,0.2858,1,1,,0,12,127,48,73,6,2
Indiana,indiana,Henry,Henry County Indiana,Nonmetropolitan Counties,"48,985",3,0.0612,0,0,,0,3,437,104,305,28,0
Arkansas,arkansas,Crittenden,Crittenden County Arkansas,Metropolitan Counties,"48,963",106,2.1649,3,5,,16,82,309,108,181,20,1
Maryland,maryland,Queen Anne's,Queen Anne's County Maryland,Metropolitan Counties,"48,904",74,1.5132,0,6,,9,59,541,156,372,13,3
Ohio,ohio,Shelby,Shelby County Ohio,Nonmetropolitan Counties,"48,901",9,0.184,1,4,,1,3,221,70,145,6,1
Nebraska,nebraska,Buffalo,Buffalo County Nebraska,Nonmetropolitan Counties,"48,863",25,0.5116,0,3,,0,22,131,38,84,9,3
New York,new york,Chenango,Chenango County New York,Nonmetropolitan Counties,"48,844",32,0.6551,0,18,,1,13,307,61,234,12,2
Vermont,vermont,Franklin,Franklin County Vermont,Metropolitan Counties,"48,799",8,0.1639,0,3,,1,4,53,13,40,0,0
Oklahoma,oklahoma,Carter,Carter County Oklahoma,Nonmetropolitan Counties,"48,689",19,0.3902,0,2,,1,16,192,73,99,20,3
Texas,texas,Waller,Waller County Texas,Metropolitan Counties,"48,656",58,1.192,2,18,,2,36,282,94,159,29,0
Iowa,iowa,Warren,Warren County Iowa,Metropolitan Counties,"48,626",47,0.9666,0,8,,2,37,174,63,91,20,3
Florida,florida,Jackson,Jackson County Florida,Nonmetropolitan Counties,"48,599",110,2.2634,1,15,,7,87,641,152,459,30,5
Pennsylvania,pennsylvania,Bedford,Bedford County Pennsylvania,Nonmetropolitan Counties,"48,586",0,0,0,0,,0,0,0,0,0,0,0
Oklahoma,oklahoma,Cherokee,Cherokee County Oklahoma,Nonmetropolitan Counties,"48,447",62,1.2797,1,13,,4,44,526,202,263,61,2
Texas,texas,Atascosa,Atascosa County Texas,Metropolitan Counties,"48,435",82,1.693,4,0,,2,76,553,187,306,60,5
Texas,texas,Medina,Medina County Texas,Metropolitan Counties,"48,417",56,1.1566,2,17,,5,32,330,123,185,22,0
Utah,utah,Iron,Iron County Utah,Nonmetropolitan Counties,"48,368",24,0.4962,0,,5,0,19,143,60,75,8,3
Kentucky,kentucky,Boyd,Boyd County Kentucky,Metropolitan Counties,"48,325",13,0.269,0,0,,4,9,90,23,61,6,0
Texas,texas,Navarro,Navarro County Texas,Nonmetropolitan Counties,"48,323",34,0.7036,0,13,,3,18,420,149,241,30,0
Washington,washington,Whitman,Whitman County Washington,Nonmetropolitan Counties,"48,177",10,0.2076,0,2,,0,8,60,21,34,5,1
Mississippi,mississippi,Washington,Washington County Mississippi,Nonmetropolitan Counties,"48,130",15,0.3117,3,0,,4,8,373,101,253,19,0
Michigan,michigan,Newaygo,Newaygo County Michigan,Nonmetropolitan Counties,"47,948",50,1.0428,0,20,,0,30,248,83,163,2,2
Oklahoma,oklahoma,Osage,Osage County Oklahoma,Metropolitan Counties,"47,887",39,0.8144,2,6,,1,30,305,110,159,36,6
Louisiana,louisiana,Lincoln,Lincoln Parish Louisiana,Nonmetropolitan Counties,"47,774",34,0.7117,0,4,,1,29,195,55,137,3,0
Indiana,indiana,Noble,Noble County Indiana,Nonmetropolitan Counties,"47,733",10,0.2095,0,,2,3,5,167,62,91,14,0
Georgia,georgia,Laurens,Laurens County Georgia,Nonmetropolitan Counties,"47,731",39,0.8171,3,,3,4,29,555,194,334,27,
Nevada,nevada,Douglas,Douglas County Nevada,Nonmetropolitan Counties,"47,710",69,1.4462,3,17,,6,43,859,143,678,38,3
North Carolina,north carolina,Beaufort,Beaufort County North Carolina,Nonmetropolitan Counties,"47,651",71,1.49,0,,2,7,62,437,185,233,19,6
New York,new york,Greene,Greene County New York,Nonmetropolitan Counties,"47,625",6,0.126,0,,0,0,6,22,2,18,2,0
Texas,texas,Wilson,Wilson County Texas,Metropolitan Counties,"47,520",30,0.6313,0,3,,1,26,252,108,128,16,2
Mississippi,mississippi,Warren,Warren County Mississippi,Nonmetropolitan Counties,"47,485",8,0.1685,2,1,,0,5,371,129,208,34,1
New York,new york,Allegany,Allegany County New York,Nonmetropolitan Counties,"47,462",0,0,0,0,,0,0,2,0,2,0,0
New Hampshire,new hampshire,Carroll,Carroll County New Hampshire,Nonmetropolitan Counties,"47,285",2,0.0423,0,2,,0,0,62,20,41,1,2
Tennessee,tennessee,Bedford,Bedford County Tennessee,Nonmetropolitan Counties,"47,183",25,0.5299,1,3,,1,20,172,26,132,14,0
